date,total_rows,unique_hdds,total_failures
2014-01-01,27223,27223,3
2014-01-02,27223,27223,14
2014-01-03,27268,27268,4
2014-01-04,27223,27223,0
2014-01-05,27583,27583,0
2014-01-06,27583,27583,0
2014-01-07,27628,27628,14
2014-01-08,27628,27628,8
2014-01-09,27629,27629,7
2014-01-10,27585,27585,0
2014-01-11,27630,27630,0
2014-01-12,27720,27720,1
2014-01-13,27720,27720,1
2014-01-14,27720,27720,26
2014-01-15,27720,27720,10
2014-01-16,27720,27720,1
2014-01-17,27721,27721,7
2014-01-18,27767,27767,1
2014-01-19,27767,27767,0
2014-01-20,27767,27767,0
2014-01-21,27767,27767,15
2014-01-22,27677,27677,6
2014-01-23,27633,27633,10
2014-01-24,27587,27587,1
2014-01-25,27587,27587,3
2014-01-26,27541,27541,0
2014-01-27,27633,27633,1
2014-01-28,27633,27633,5
2014-01-29,27817,27817,18
2014-01-30,27818,27818,3
2014-01-31,27773,27773,14
2014-02-01,27865,27865,0
2014-02-02,27865,27865,0
2014-02-03,27865,27865,0
2014-02-04,27865,27865,1
2014-02-05,28141,28141,3
2014-02-06,28188,28188,0
2014-02-07,28234,28234,11
2014-02-08,28924,28924,1
2014-02-09,28743,28743,0
2014-02-10,28743,28743,0
2014-02-11,28835,28835,9
2014-02-12,28881,28881,17
2014-02-13,28836,28836,2
2014-02-14,29433,29433,1
2014-02-15,29524,29524,2
2014-02-16,29523,29523,0
2014-02-17,29522,29522,0
2014-02-18,29520,29520,4
2014-02-19,29524,29524,0
2014-02-20,29478,29478,9
2014-02-21,29431,29431,11
2014-02-22,29522,29522,0
2014-02-23,29522,29522,3
2014-02-24,29519,29519,1
2014-02-25,29567,29567,3
2014-02-26,30024,30024,10
2014-02-27,30026,30026,6
2014-02-28,30025,30025,6
2014-03-01,30030,30030,1
2014-03-02,30028,30028,5
2014-03-03,30025,30025,3
2014-03-04,30020,30020,0
2014-03-05,30021,30021,4
2014-03-06,30070,30070,9
2014-03-07,30113,30113,5
2014-03-08,30490,30490,3
2014-03-09,30487,30487,3
2014-03-10,30439,30439,1
2014-03-11,30485,30485,13
2014-03-12,30536,30536,3
2014-03-13,30675,30675,1
2014-03-14,30765,30765,11
2014-03-15,30767,30767,3
2014-03-16,30763,30763,0
2014-03-17,30759,30759,4
2014-03-18,30673,30673,25
2014-03-19,30531,30531,10
2014-03-20,30539,30539,2
2014-03-21,30583,30583,10
2014-03-22,30768,30768,1
2014-03-23,30674,30674,3
2014-03-24,30646,30646,6
2014-03-25,30714,30714,16
2014-03-26,30722,30722,1
2014-03-27,30907,30907,13
2014-03-28,31089,31089,2
2014-03-29,31408,31408,0
2014-03-30,31406,31406,1
2014-03-31,31404,31404,2
2014-04-01,31400,31400,23
2014-04-02,31408,31408,1
2014-04-03,31411,31411,2
2014-04-04,31830,31830,3
2014-04-05,31919,31919,2
2014-04-06,31915,31915,1
2014-04-07,31866,31866,3
2014-04-08,31864,31864,12
2014-04-09,31961,31961,11
2014-04-10,31921,31921,3
2014-04-11,31916,31916,4
2014-04-12,31966,31966,0
2014-04-13,31966,31966,0
2014-04-14,31965,31965,4
2014-04-15,31871,31871,3
2014-04-16,31874,31874,18
2014-04-17,31828,31828,7
2014-04-18,31830,31830,13
2014-04-19,32288,32288,4
2014-04-20,32236,32236,6
2014-04-21,32232,32232,2
2014-04-22,32280,32280,11
2014-04-23,32332,32332,4
2014-04-24,32424,32424,6
2014-04-25,32470,32470,1
2014-04-26,32564,32564,1
2014-04-27,32563,32563,1
2014-04-28,32561,32561,2
2014-04-29,32558,32558,2
2014-04-30,32515,32515,3
2014-05-01,32885,32885,5
2014-05-02,32888,32888,3
2014-05-03,33026,33026,0
2014-05-04,33024,33024,2
2014-05-05,33023,33023,5
2014-05-06,33066,33066,7
2014-05-07,33162,33162,2
2014-05-08,33161,33161,1
2014-05-09,33120,33120,6
2014-05-10,33074,33074,1
2014-05-11,33072,33072,3
2014-05-12,33069,33069,10
2014-05-13,33350,33350,7
2014-05-14,33212,33212,5
2014-05-15,33300,33300,12
2014-05-16,33347,33347,1
2014-05-17,33347,33347,2
2014-05-18,33344,33344,1
2014-05-19,33342,33342,3
2014-05-20,33295,33295,3
2014-05-21,33292,33292,9
2014-05-22,33200,33200,10
2014-05-23,33208,33208,6
2014-05-24,33211,33211,1
2014-05-25,33393,33393,4
2014-05-26,33389,33389,2
2014-05-27,33246,33246,19
2014-05-28,33334,33334,5
2014-05-29,33567,33567,28
2014-05-30,33897,33897,7
2014-05-31,33890,33890,1
2014-06-01,33890,33890,3
2014-06-02,33840,33840,4
2014-06-03,33836,33836,3
2014-06-04,33841,33841,16
2014-06-05,33850,33850,12
2014-06-06,33943,33943,6
2014-06-07,34262,34262,3
2014-06-08,34258,34258,1
2014-06-09,34256,34256,7
2014-06-10,34256,34256,1
2014-06-11,34394,34394,2
2014-06-12,34388,34388,5
2014-06-13,34441,34441,20
2014-06-14,34680,34680,2
2014-06-15,34634,34634,4
2014-06-16,34629,34629,12
2014-06-17,34628,34628,9
2014-06-18,34630,34630,7
2014-06-19,30768,30768,12
2014-06-20,27087,27087,0
2014-06-21,23960,23960,1
2014-06-22,23540,23540,2
2014-06-23,35248,35248,4
2014-06-24,35269,35269,15
2014-06-25,35316,35316,5
2014-06-26,35325,35325,7
2014-06-27,35275,35275,3
2014-06-28,35273,35273,4
2014-06-29,35224,35224,0
2014-06-30,35175,35175,4
2014-07-01,35228,35228,15
2014-07-02,35320,35320,6
2014-07-03,35323,35323,8
2014-07-04,35321,35321,1
2014-07-05,35314,35314,0
2014-07-06,35313,35313,2
2014-07-07,35312,35312,4
2014-07-08,35323,35323,6
2014-07-09,35279,35279,6
2014-07-10,35326,35326,4
2014-07-11,35419,35419,2
2014-07-12,35647,35647,3
2014-07-13,35643,35643,3
2014-07-14,35640,35640,9
2014-07-15,35511,35511,38
2014-07-16,35787,35787,5
2014-07-17,35740,35740,30
2014-07-18,35740,35740,2
2014-07-19,35969,35969,2
2014-07-20,35967,35967,2
2014-07-21,35966,35966,16
2014-07-22,35965,35965,1
2014-07-23,36055,36055,30
2014-07-24,36012,36012,12
2014-07-25,36062,36062,5
2014-07-26,35965,35965,27
2014-07-27,35960,35960,2
2014-07-28,35957,35957,43
2014-07-29,35968,35968,6
2014-07-30,35967,35967,10
2014-07-31,36015,36015,17
2014-08-01,36102,36102,3
2014-08-02,35960,35960,16
2014-08-03,35955,35955,2
2014-08-04,35953,35953,4
2014-08-05,36060,36060,3
2014-08-06,36105,36105,8
2014-08-07,36104,36104,10
2014-08-08,36148,36148,37
2014-08-09,36146,36146,6
2014-08-10,36052,36052,22
2014-08-11,36322,36322,10
2014-08-12,36422,36422,30
2014-08-13,36786,36786,42
2014-08-14,36418,36418,9
2014-08-15,36138,36138,12
2014-08-16,36229,36229,0
2014-08-17,36227,36227,3
2014-08-18,36222,36222,15
2014-08-19,36223,36223,26
2014-08-20,36183,36183,3
2014-08-21,36277,36277,7
2014-08-22,36967,36967,10
2014-08-23,36827,36827,8
2014-08-24,36822,36822,1
2014-08-25,36819,36819,24
2014-08-26,36824,36824,1
2014-08-27,36877,36877,2
2014-08-28,36924,36924,18
2014-08-29,36692,36692,0
2014-08-30,36921,36921,3
2014-08-31,36916,36916,1
2014-09-01,36910,36910,5
2014-09-02,36899,36899,7
2014-09-03,36921,36921,8
2014-09-04,36923,36923,4
2014-09-05,36925,36925,0
2014-09-06,36693,36693,1
2014-09-07,36688,36688,2
2014-09-08,36778,36778,44
2014-09-09,36876,36876,3
2014-09-10,36818,36818,1
2014-09-11,36816,36816,4
2014-09-12,36864,36864,10
2014-09-13,36815,36815,1
2014-09-14,36765,36765,1
2014-09-15,36716,36716,4
2014-09-16,36774,36774,2
2014-09-17,36911,36911,4
2014-09-18,36821,36821,1
2014-09-19,36773,36773,2
2014-09-20,36683,36683,1
2014-09-21,36681,36681,3
2014-09-22,36677,36677,8
2014-09-23,36866,36866,7
2014-09-24,36820,36820,13
2014-09-25,36730,36730,23
2014-09-26,36777,36777,12
2014-09-27,36698,36698,3
2014-09-28,36692,36692,1
2014-09-29,36689,36689,8
2014-09-30,36791,36791,18
2014-10-01,36838,36838,14
2014-10-02,37760,37760,24
2014-10-03,37666,37666,15
2014-10-04,37665,37665,0
2014-10-05,37664,37664,2
2014-10-06,37613,37613,5
2014-10-07,37892,37892,14
2014-10-08,37988,37988,9
2014-10-09,37898,37898,11
2014-10-10,37899,37899,1
2014-10-11,37807,37807,1
2014-10-12,37803,37803,1
2014-10-13,37754,37754,6
2014-10-14,37809,37809,8
2014-10-15,37992,37992,4
2014-10-16,38221,38221,6
2014-10-17,38223,38223,2
2014-10-18,38633,38633,1
2014-10-19,38585,38585,0
2014-10-20,38585,38585,13
2014-10-21,38494,38494,6
2014-10-22,38543,38543,14
2014-10-23,38592,38592,8
2014-10-24,38546,38546,3
2014-10-25,38543,38543,0
2014-10-26,38543,38543,1
2014-10-27,38536,38536,2
2014-10-28,39052,39052,2
2014-10-29,39052,39052,11
2014-10-30,39053,39053,0
2014-10-31,38960,38960,0
2014-11-01,38914,38914,2
2014-11-02,0,0,0
2014-11-03,39004,39004,8
2014-11-04,39097,39097,10
2014-11-05,39002,39002,6
2014-11-06,39006,39006,1
2014-11-07,39375,39375,1
2014-11-08,39375,39375,1
2014-11-09,39374,39374,3
2014-11-10,39371,39371,6
2014-11-11,39376,39376,0
2014-11-12,39559,39559,10
2014-11-13,39513,39513,4
2014-11-14,40433,40433,3
2014-11-15,40709,40709,2
2014-11-16,40706,40706,0
2014-11-17,40706,40706,5
2014-11-18,40710,40710,12
2014-11-19,40663,40663,13
2014-11-20,40663,40663,6
2014-11-21,40846,40846,3
2014-11-22,40985,40985,1
2014-11-23,40983,40983,1
2014-11-24,40980,40980,7
2014-11-25,40939,40939,12
2014-11-26,40890,40890,3
2014-11-27,40894,40894,1
2014-11-28,40892,40892,0
2014-11-29,40892,40892,0
2014-11-30,40892,40892,3
2014-12-01,40888,40888,12
2014-12-02,40894,40894,12
2014-12-03,40894,40894,11
2014-12-04,40892,40892,1
2014-12-05,40892,40892,9
2014-12-06,40893,40893,0
2014-12-07,40893,40893,1
2014-12-08,40887,40887,2
2014-12-09,41258,41258,1
2014-12-10,41307,41307,4
2014-12-11,41306,41306,4
2014-12-12,41537,41537,5
2014-12-13,41675,41675,0
2014-12-14,41675,41675,1
2014-12-15,41674,41674,3
2014-12-16,41720,41720,5
2014-12-17,41670,41670,5
2014-12-18,41628,41628,2
2014-12-19,41674,41674,8
2014-12-20,41629,41629,0
2014-12-21,41583,41583,1
2014-12-22,41581,41581,9
2014-12-23,41582,41582,5
2014-12-24,41260,41260,3
2014-12-25,41260,41260,0
2014-12-26,41260,41260,2
2014-12-27,41212,41212,0
2014-12-28,41212,41212,0
2014-12-29,41211,41211,5
2014-12-30,41214,41214,0
2014-12-31,41213,41213,0
2015-01-01,41212,41212,1
2015-01-02,41211,41211,6
2015-01-03,41214,41214,1
2015-01-04,41212,41212,0
2015-01-05,41257,41257,8
2015-01-06,41304,41304,4
2015-01-07,41306,41306,7
2015-01-08,41259,41259,5
2015-01-09,41260,41260,5
2015-01-10,41352,41352,0
2015-01-11,41352,41352,0
2015-01-12,41352,41352,6
2015-01-13,41352,41352,11
2015-01-14,41443,41443,4
2015-01-15,41581,41581,3
2015-01-16,41627,41627,5
2015-01-17,41629,41629,1
2015-01-18,41628,41628,2
2015-01-19,41902,41902,15
2015-01-20,41950,41950,5
2015-01-21,41997,41997,8
2015-01-22,42134,42134,6
2015-01-23,42135,42135,9
2015-01-24,42303,42303,1
2015-01-25,42272,42272,0
2015-01-26,42272,42272,8
2015-01-27,42364,42364,12
2015-01-28,42363,42363,3
2015-01-29,42503,42503,3
2015-01-30,42503,42503,2
2015-01-31,42550,42550,0
2015-02-01,42550,42550,0
2015-02-02,42550,42550,10
2015-02-03,42596,42596,3
2015-02-04,42595,42595,8
2015-02-05,42734,42734,6
2015-02-06,42686,42686,4
2015-02-07,42688,42688,0
2015-02-08,42688,42688,1
2015-02-09,42687,42687,4
2015-02-10,42688,42688,2
2015-02-11,43746,43746,0
2015-02-12,43700,43700,1
2015-02-13,43654,43654,3
2015-02-14,43654,43654,4
2015-02-15,43603,43603,1
2015-02-16,43601,43601,0
2015-02-17,43601,43601,3
2015-02-18,43607,43607,9
2015-02-19,43559,43559,7
2015-02-20,43699,43699,3
2015-02-21,43745,43745,2
2015-02-22,43743,43743,1
2015-02-23,43742,43742,4
2015-02-24,43837,43837,2
2015-02-25,43838,43838,4
2015-02-26,43884,43884,6
2015-02-27,43838,43838,2
2015-02-28,43838,43838,0
2015-03-01,43837,43837,2
2015-03-02,43836,43836,5
2015-03-03,43838,43838,2
2015-03-04,44113,44113,2
2015-03-05,44113,44113,2
2015-03-06,44112,44112,3
2015-03-07,44160,44160,3
2015-03-08,44113,44113,2
2015-03-09,44111,44111,4
2015-03-10,44385,44385,4
2015-03-11,44344,44344,5
2015-03-12,44292,44292,2
2015-03-13,44201,44201,2
2015-03-14,44201,44201,1
2015-03-15,44200,44200,1
2015-03-16,44194,44194,1
2015-03-17,44201,44201,11
2015-03-18,44200,44200,2
2015-03-19,44200,44200,7
2015-03-20,44158,44158,7
2015-03-21,44297,44297,5
2015-03-22,44295,44295,2
2015-03-23,44296,44296,10
2015-03-24,44389,44389,7
2015-03-25,44342,44342,2
2015-03-26,44296,44296,6
2015-03-27,44342,44342,3
2015-03-28,44297,44297,0
2015-03-29,44250,44250,0
2015-03-30,44250,44250,13
2015-03-31,44252,44252,7
2015-04-01,44252,44252,6
2015-04-02,44298,44298,5
2015-04-03,45126,45126,4
2015-04-04,44206,44206,0
2015-04-05,44205,44205,0
2015-04-06,44204,44204,5
2015-04-07,44206,44206,8
2015-04-08,44114,44114,9
2015-04-09,44068,44068,6
2015-04-10,44298,44298,9
2015-04-11,44436,44436,1
2015-04-12,44434,44434,0
2015-04-13,44434,44434,16
2015-04-14,44435,44435,4
2015-04-15,44435,44435,8
2015-04-16,44711,44711,6
2015-04-17,45586,45586,3
2015-04-18,45586,45586,0
2015-04-19,45586,45586,0
2015-04-20,45584,45584,15
2015-04-21,45586,45586,7
2015-04-22,46412,46412,3
2015-04-23,46459,46459,7
2015-04-24,46506,46506,1
2015-04-25,46506,46506,0
2015-04-26,46459,46459,0
2015-04-27,46459,46459,14
2015-04-28,46460,46460,10
2015-04-29,46414,46414,2
2015-04-30,46414,46414,7
2015-05-01,46458,46458,4
2015-05-02,46688,46688,0
2015-05-03,46689,46689,3
2015-05-04,46688,46688,11
2015-05-05,46690,46690,11
2015-05-06,46735,46735,8
2015-05-07,46736,46736,5
2015-05-08,46735,46735,7
2015-05-09,46782,46782,2
2015-05-10,46781,46781,0
2015-05-11,46775,46775,8
2015-05-12,46735,46735,10
2015-05-13,46781,46781,11
2015-05-14,46781,46781,7
2015-05-15,46689,46689,4
2015-05-16,46643,46643,2
2015-05-17,46644,46644,0
2015-05-18,46644,46644,9
2015-05-19,46644,46644,7
2015-05-20,46597,46597,9
2015-05-21,47518,47518,8
2015-05-22,47518,47518,6
2015-05-23,47518,47518,2
2015-05-24,47518,47518,1
2015-05-25,47517,47517,1
2015-05-26,47516,47516,9
2015-05-27,47518,47518,5
2015-05-28,47518,47518,10
2015-05-29,47518,47518,11
2015-05-30,47518,47518,0
2015-05-31,47518,47518,0
2015-06-01,47518,47518,14
2015-06-02,47518,47518,6
2015-06-03,47426,47426,4
2015-06-04,47426,47426,6
2015-06-05,47426,47426,5
2015-06-06,47610,47610,1
2015-06-07,47609,47609,0
2015-06-08,47609,47609,13
2015-06-09,48484,48484,4
2015-06-10,47564,47564,5
2015-06-11,47564,47564,6
2015-06-12,48438,48438,4
2015-06-13,48437,48437,0
2015-06-14,48434,48434,3
2015-06-15,48430,48430,9
2015-06-16,48389,48389,7
2015-06-17,48389,48389,2
2015-06-18,48297,48297,2
2015-06-19,48249,48249,6
2015-06-20,48205,48205,1
2015-06-21,48205,48205,1
2015-06-22,48205,48205,4
2015-06-23,48205,48205,5
2015-06-24,48205,48205,4
2015-06-25,48205,48205,3
2015-06-26,48154,48154,6
2015-06-27,48159,48159,0
2015-06-28,48159,48159,1
2015-06-29,48158,48158,5
2015-06-30,48113,48113,11
2015-07-01,47793,47793,3
2015-07-02,47701,47701,0
2015-07-03,47563,47563,0
2015-07-04,47563,47563,0
2015-07-05,47562,47562,0
2015-07-06,47561,47561,10
2015-07-07,47516,47516,3
2015-07-08,47516,47516,4
2015-07-09,47471,47471,7
2015-07-10,47471,47471,4
2015-07-11,47471,47471,3
2015-07-12,47470,47470,4
2015-07-13,47468,47468,2
2015-07-14,47470,47470,3
2015-07-15,47470,47470,4
2015-07-16,47470,47470,5
2015-07-17,47470,47470,4
2015-07-18,47424,47424,2
2015-07-19,47423,47423,0
2015-07-20,47423,47423,4
2015-07-21,47424,47424,4
2015-07-22,47378,47378,0
2015-07-23,48298,48298,5
2015-07-24,48298,48298,6
2015-07-25,48299,48299,0
2015-07-26,48299,48299,0
2015-07-27,48299,48299,3
2015-07-28,48299,48299,2
2015-07-29,48299,48299,4
2015-07-30,48299,48299,4
2015-07-31,48253,48253,10
2015-08-01,48252,48252,0
2015-08-02,48252,48252,1
2015-08-03,48251,48251,5
2015-08-04,48253,48253,7
2015-08-05,48253,48253,5
2015-08-06,48253,48253,4
2015-08-07,48253,48253,4
2015-08-08,49218,49218,0
2015-08-09,49219,49219,2
2015-08-10,49219,49219,6
2015-08-11,49173,49173,2
2015-08-12,48989,48989,7
2015-08-13,49035,49035,2
2015-08-14,49081,49081,2
2015-08-15,48989,48989,1
2015-08-16,48988,48988,0
2015-08-17,48988,48988,7
2015-08-18,48987,48987,12
2015-08-19,48987,48987,7
2015-08-20,48988,48988,4
2015-08-21,48988,48988,6
2015-08-22,48988,48988,1
2015-08-23,48988,48988,1
2015-08-24,48988,48988,10
2015-08-25,48941,48941,2
2015-08-26,48850,48850,4
2015-08-27,48897,48897,1
2015-08-28,48898,48898,4
2015-08-29,49817,49817,0
2015-08-30,49818,49818,1
2015-08-31,49802,49802,10
2015-09-01,49818,49818,1
2015-09-02,49772,49772,4
2015-09-03,49772,49772,18
2015-09-04,49772,49772,6
2015-09-05,49772,49772,1
2015-09-06,49771,49771,1
2015-09-07,49771,49771,2
2015-09-08,49771,49771,1
2015-09-09,49772,49772,7
2015-09-10,49909,49909,6
2015-09-11,49909,49909,3
2015-09-12,49910,49910,2
2015-09-13,49910,49910,1
2015-09-14,49910,49910,12
2015-09-15,50042,50042,3
2015-09-16,50048,50048,2
2015-09-17,50186,50186,3
2015-09-18,50186,50186,4
2015-09-19,50140,50140,0
2015-09-20,50186,50186,4
2015-09-21,50186,50186,3
2015-09-22,50186,50186,4
2015-09-23,50278,50278,3
2015-09-24,50278,50278,3
2015-09-25,50231,50231,2
2015-09-26,50232,50232,0
2015-09-27,50232,50232,2
2015-09-28,50278,50278,5
2015-09-29,50278,50278,6
2015-09-30,50277,50277,0
2015-10-01,50277,50277,7
2015-10-02,50277,50277,2
2015-10-03,51197,51197,2
2015-10-04,51196,51196,0
2015-10-05,51197,51197,7
2015-10-06,51105,51105,0
2015-10-07,51151,51151,0
2015-10-08,51151,51151,9
2015-10-09,51152,51152,3
2015-10-10,51150,51150,0
2015-10-11,51150,51150,1
2015-10-12,51144,51144,5
2015-10-13,51058,51058,5
2015-10-14,51058,51058,3
2015-10-15,51012,51012,5
2015-10-16,51013,51013,2
2015-10-17,51013,51013,0
2015-10-18,51013,51013,3
2015-10-19,51012,51012,5
2015-10-20,51933,51933,3
2015-10-21,52853,52853,4
2015-10-22,52761,52761,2
2015-10-23,52761,52761,6
2015-10-24,52761,52761,1
2015-10-25,52760,52760,2
2015-10-26,52761,52761,10
2015-10-27,52669,52669,4
2015-10-28,23644,23644,1
2015-10-29,52714,52714,2
2015-10-30,52715,52715,3
2015-10-31,52669,52669,2
2015-11-01,0,0,0
2015-11-02,52577,52577,5
2015-11-03,52577,52577,5
2015-11-04,52623,52623,5
2015-11-05,53452,53452,3
2015-11-06,53452,53452,2
2015-11-07,53406,53406,1
2015-11-08,53406,53406,7
2015-11-09,53405,53405,10
2015-11-10,53406,53406,3
2015-11-11,53360,53360,5
2015-11-12,53223,53223,3
2015-11-13,53177,53177,2
2015-11-14,53223,53223,1
2015-11-15,53222,53222,0
2015-11-16,53223,53223,3
2015-11-17,53177,53177,3
2015-11-18,54096,54096,4
2015-11-19,54096,54096,0
2015-11-20,54096,54096,6
2015-11-21,54095,54095,1
2015-11-22,54095,54095,3
2015-11-23,54095,54095,2
2015-11-24,55015,55015,4
2015-11-25,55016,55016,1
2015-11-26,55016,55016,0
2015-11-27,54970,54970,0
2015-11-28,55016,55016,2
2015-11-29,55016,55016,4
2015-11-30,55016,55016,8
2015-12-01,54969,54969,2
2015-12-02,55016,55016,2
2015-12-03,55016,55016,3
2015-12-04,54924,54924,2
2015-12-05,54924,54924,3
2015-12-06,54970,54970,3
2015-12-07,55889,55889,2
2015-12-08,55890,55890,1
2015-12-09,55951,55951,1
2015-12-10,55951,55951,2
2015-12-11,56043,56043,2
2015-12-12,56917,56917,0
2015-12-13,56917,56917,1
2015-12-14,56916,56916,4
2015-12-15,57837,57837,3
2015-12-16,55797,55797,4
2015-12-17,55797,55797,4
2015-12-18,55797,55797,5
2015-12-19,55888,55888,0
2015-12-20,55888,55888,6
2015-12-21,55888,55888,1
2015-12-22,57591,57591,2
2015-12-23,57591,57591,9
2015-12-24,57544,57544,2
2015-12-25,57545,57545,0
2015-12-26,57545,57545,9
2015-12-27,57545,57545,0
2015-12-28,57545,57545,0
2015-12-29,57545,57545,6
2015-12-30,57545,57545,0
2015-12-31,57545,57545,0
2016-01-01,57545,57545,4
2016-01-02,57545,57545,6
2016-01-03,57606,57606,4
2016-01-04,57606,57606,3
2016-01-05,57561,57561,4
2016-01-06,57515,57515,7
2016-01-07,57515,57515,6
2016-01-08,57515,57515,3
2016-01-09,57515,57515,1
2016-01-10,57514,57514,6
2016-01-11,57515,57515,2
2016-01-12,57515,57515,1
2016-01-13,57515,57515,6
2016-01-14,57515,57515,0
2016-01-15,57561,57561,2
2016-01-16,57515,57515,0
2016-01-17,57514,57514,7
2016-01-18,57500,57500,2
2016-01-19,57515,57515,6
2016-01-20,57510,57510,3
2016-01-21,57469,57469,5
2016-01-22,57469,57469,1
2016-01-23,58389,58389,1
2016-01-24,58389,58389,3
2016-01-25,58389,58389,3
2016-01-26,58389,58389,5
2016-01-27,58343,58343,6
2016-01-28,58343,58343,2
2016-01-29,58388,58388,0
2016-01-30,58343,58343,1
2016-01-31,58343,58343,4
2016-02-01,58297,58297,7
2016-02-02,58344,58344,3
