date,total_rows,unique_hdds,total_failures
2022-01-31,206996,206996,7
2022-02-01,206994,206994,2
2022-02-02,208219,208219,13
2022-02-03,208209,208209,5
2022-02-04,208215,208215,6
2022-02-05,208289,208289,8
2022-02-06,208289,208289,5
2022-02-07,208290,208290,4
2022-02-08,208727,208727,9
2022-02-09,208722,208722,8
2022-02-10,208756,208756,5
2022-02-11,208725,208725,8
2022-02-12,208756,208756,7
2022-02-13,208753,208753,5
2022-02-14,208754,208754,3
2022-02-15,208757,208757,7
2022-02-16,208755,208755,6
2022-02-17,208750,208750,6
2022-02-18,209290,209290,6
2022-02-19,209296,209296,10
2022-02-20,210516,210516,4
2022-02-21,211735,211735,2
2022-02-22,211733,211733,5
2022-02-23,211699,211699,8
2022-02-24,211675,211675,3
2022-02-25,211670,211670,6
2022-02-26,211730,211730,4
2022-02-27,211728,211728,13
2022-02-28,211723,211723,4
2022-03-01,211725,211725,10
2022-03-02,211727,211727,11
2022-03-03,211725,211725,9
2022-03-04,211646,211646,15
2022-03-05,211725,211725,10
2022-03-06,211722,211722,5
2022-03-07,211612,211612,4
2022-03-08,211735,211735,5
2022-03-09,211707,211707,11
2022-03-10,211645,211645,9
2022-03-11,211707,211707,10
2022-03-12,211696,211696,13
2022-03-13,211663,211663,7
2022-03-14,211612,211612,8
2022-03-15,211596,211596,9
2022-03-16,211683,211683,10
2022-03-17,211729,211729,14
2022-03-18,211730,211730,15
2022-03-19,211733,211733,10
2022-03-20,211731,211731,11
2022-03-21,211725,211725,4
2022-03-22,211670,211670,6
2022-03-23,211732,211732,10
2022-03-24,211704,211704,12
2022-03-25,211707,211707,16
2022-03-26,211709,211709,16
2022-03-27,211705,211705,10
2022-03-28,211675,211675,7
2022-03-29,211726,211726,4
2022-03-30,211729,211729,6
2022-03-31,211732,211732,0
2022-04-01,211735,211735,2
2022-04-02,211709,211709,5
2022-04-03,211707,211707,9
2022-04-04,211702,211702,3
2022-04-05,212920,212920,2
2022-04-06,212927,212927,18
2022-04-07,212925,212925,7
2022-04-08,212923,212923,6
2022-04-09,212929,212929,9
2022-04-10,212923,212923,6
2022-04-11,212927,212927,4
2022-04-12,213494,213494,9
2022-04-13,213488,213488,10
2022-04-14,213483,213483,6
2022-04-15,213483,213483,4
2022-04-16,213486,213486,11
2022-04-17,213484,213484,5
2022-04-18,213492,213492,18
2022-04-19,213369,213369,15
2022-04-20,213486,213486,10
2022-04-21,213489,213489,8
2022-04-22,213488,213488,7
2022-04-23,213487,213487,10
2022-04-24,213489,213489,15
2022-04-25,213494,213494,5
2022-04-26,213496,213496,7
2022-04-27,213462,213462,7
2022-04-28,213492,213492,8
2022-04-29,213493,213493,13
2022-04-30,214712,214712,9
2022-05-01,214706,214706,6
2022-05-02,214700,214700,4
2022-05-03,214700,214700,10
2022-05-04,214695,214695,12
2022-05-05,214666,214666,13
2022-05-06,215235,215235,22
2022-05-07,215244,215244,7
2022-05-08,215132,215132,4
2022-05-09,215177,215177,4
2022-05-10,215179,215179,11
2022-05-11,215122,215122,5
2022-05-12,215126,215126,5
2022-05-13,215186,215186,8
2022-05-14,215186,215186,15
2022-05-15,215183,215183,15
2022-05-16,215189,215189,22
2022-05-17,215194,215194,8
2022-05-18,215246,215246,6
2022-05-19,215227,215227,8
2022-05-20,216397,216397,8
2022-05-21,215181,215181,11
2022-05-22,215179,215179,12
2022-05-23,215174,215174,5
2022-05-24,215180,215180,7
2022-05-25,215245,215245,16
2022-05-26,215240,215240,5
2022-05-27,215243,215243,10
2022-05-28,215244,215244,6
2022-05-29,215245,215245,10
2022-05-30,215244,215244,1
2022-05-31,215185,215185,8
2022-06-01,215249,215249,11
2022-06-02,215215,215215,8
2022-06-03,215186,215186,12
2022-06-04,215245,215245,9
2022-06-05,215211,215211,16
2022-06-06,68287,68287,6
2022-06-07,215252,215252,9
2022-06-08,215190,215190,13
2022-06-09,215255,215255,7
2022-06-10,215252,215252,10
2022-06-11,215220,215220,11
2022-06-12,215246,215246,6
2022-06-13,215252,215252,7
2022-06-14,215252,215252,8
2022-06-15,215257,215257,12
2022-06-16,216436,216436,7
2022-06-17,217691,217691,9
2022-06-18,218232,218232,10
2022-06-19,218227,218227,7
2022-06-20,218227,218227,3
2022-06-21,218229,218229,14
2022-06-22,218223,218223,8
2022-06-23,218226,218226,16
2022-06-24,218232,218232,14
2022-06-25,219455,219455,12
2022-06-26,219446,219446,6
2022-06-27,219445,219445,1
2022-06-28,219419,219419,7
2022-06-29,219391,219391,5
2022-06-30,219444,219444,0
2022-07-01,219443,219443,11
2022-07-02,219447,219447,18
2022-07-03,219452,219452,15
2022-07-04,219449,219449,2
2022-07-05,219418,219418,7
2022-07-06,219436,219436,14
2022-07-07,219441,219441,6
2022-07-08,219446,219446,16
2022-07-09,219452,219452,8
2022-07-10,219450,219450,4
2022-07-11,219439,219439,12
2022-07-12,219375,219375,12
2022-07-13,219434,219434,23
2022-07-14,219448,219448,9
2022-07-15,219448,219448,10
2022-07-16,219446,219446,10
2022-07-17,219445,219445,5
2022-07-18,219417,219417,6
2022-07-19,219424,219424,15
2022-07-20,219397,219397,15
2022-07-21,220499,220499,13
2022-07-22,221092,221092,16
2022-07-23,221098,221098,7
2022-07-24,221199,221199,7
2022-07-25,221199,221199,13
2022-07-26,221089,221089,15
2022-07-27,221168,221168,16
2022-07-28,221212,221212,10
2022-07-29,221209,221209,8
2022-07-30,221211,221211,5
2022-07-31,221164,221164,15
2022-08-01,221105,221105,9
2022-08-02,221151,221151,7
2022-08-03,221211,221211,11
2022-08-04,221165,221165,9
2022-08-05,221214,221214,2
2022-08-06,222408,222408,7
2022-08-07,222408,222408,14
2022-08-08,222387,222387,11
2022-08-09,222316,222316,4
2022-08-10,222320,222320,7
2022-08-11,222376,222376,16
2022-08-12,223657,223657,9
2022-08-13,224876,224876,9
2022-08-14,224875,224875,8
2022-08-15,224874,224874,10
2022-08-16,226095,226095,16
2022-08-17,226071,226071,19
2022-08-18,226094,226094,12
2022-08-19,226098,226098,14
2022-08-20,226096,226096,11
2022-08-21,226091,226091,7
2022-08-22,226094,226094,7
2022-08-23,226098,226098,13
2022-08-24,226094,226094,6
2022-08-25,226098,226098,14
2022-08-26,227320,227320,9
2022-08-27,224832,224832,7
2022-08-28,224831,224831,5
2022-08-29,224833,224833,12
2022-08-30,224829,224829,9
2022-08-31,227314,227314,12
2022-09-01,227295,227295,12
2022-09-02,227316,227316,21
2022-09-03,224873,224873,11
2022-09-04,224874,224874,15
2022-09-05,224877,224877,2
2022-09-06,224873,224873,5
2022-09-07,224873,224873,12
2022-09-08,224809,224809,9
2022-09-09,227254,227254,9
2022-09-10,227255,227255,11
2022-09-11,227257,227257,11
2022-09-12,227250,227250,7
2022-09-13,227251,227251,9
2022-09-14,227250,227250,13
2022-09-15,227844,227844,18
2022-09-16,227821,227821,9
2022-09-17,227848,227848,10
2022-09-18,227821,227821,8
2022-09-19,227848,227848,7
2022-09-20,227851,227851,8
2022-09-21,227848,227848,11
2022-09-22,227828,227828,4
2022-09-23,227847,227847,21
2022-09-24,227839,227839,17
2022-09-25,227850,227850,10
2022-09-26,227851,227851,7
2022-09-27,227853,227853,9
2022-09-28,227852,227852,17
2022-09-29,229674,229674,11
2022-09-30,230897,230897,0
2022-10-01,230896,230896,7
2022-10-02,230871,230871,8
2022-10-03,230864,230864,16
2022-10-04,230866,230866,10
2022-10-05,230891,230891,17
2022-10-06,230885,230885,8
2022-10-07,230892,230892,5
2022-10-08,230958,230958,7
2022-10-09,230954,230954,2
2022-10-10,230955,230955,5
2022-10-11,230954,230954,15
2022-10-12,230947,230947,12
2022-10-13,230885,230885,3
2022-10-14,232037,232037,5
2022-10-15,232108,232108,12
2022-10-16,232082,232082,7
2022-10-17,232086,232086,12
2022-10-18,232087,232087,9
2022-10-19,232113,232113,9
2022-10-20,232111,232111,9
2022-10-21,232107,232107,6
2022-10-22,232072,232072,5
2022-10-23,232040,232040,3
2022-10-24,232107,232107,9
2022-10-25,232109,232109,5
2022-10-26,232616,232616,5
2022-10-27,232653,232653,8
2022-10-28,232648,232648,8
2022-10-29,232709,232709,16
2022-10-30,232651,232651,8
2022-10-31,232652,232652,8
2022-11-01,232655,232655,4
2022-11-02,232653,232653,14
2022-11-03,233875,233875,6
2022-11-04,232714,232714,13
2022-11-05,233256,233256,18
2022-11-06,233257,233257,14
2022-11-07,233254,233254,14
2022-11-08,233255,233255,7
2022-11-09,233252,233252,14
2022-11-10,233255,233255,9
2022-11-11,233254,233254,5
2022-11-12,233256,233256,4
2022-11-13,233253,233253,10
2022-11-14,233252,233252,3
2022-11-15,233255,233255,11
2022-11-16,233245,233245,8
2022-11-17,233248,233248,5
2022-11-18,234467,234467,8
2022-11-19,234464,234464,11
2022-11-20,234468,234468,7
2022-11-21,234468,234468,7
2022-11-22,234474,234474,4
2022-11-23,234470,234470,4
2022-11-24,234468,234468,2
2022-11-25,234462,234462,2
2022-11-26,234457,234457,10
2022-11-27,234457,234457,5
2022-11-28,234450,234450,12
2022-11-29,234392,234392,10
2022-11-30,234448,234448,8
2022-12-01,234423,234423,10
2022-12-02,234447,234447,12
2022-12-03,235600,235600,8
2022-12-04,235607,235607,10
2022-12-05,235620,235620,8
2022-12-06,235629,235629,5
2022-12-07,235591,235591,3
2022-12-08,235561,235561,3
2022-12-09,235614,235614,12
2022-12-10,235623,235623,0
2022-12-11,235623,235623,8
2022-12-12,235620,235620,7
2022-12-13,235617,235617,17
2022-12-14,235612,235612,9
2022-12-15,235580,235580,14
2022-12-16,235618,235618,4
2022-12-17,235627,235627,10
2022-12-18,235622,235622,7
2022-12-19,235624,235624,18
2022-12-20,235624,235624,11
2022-12-21,235612,235612,12
2022-12-22,235588,235588,3
2022-12-23,235617,235617,10
2022-12-24,235562,235562,3
2022-12-25,235615,235615,4
2022-12-26,235612,235612,8
2022-12-27,235546,235546,6
2022-12-28,235579,235579,1
2022-12-29,235575,235575,3
2022-12-30,235573,235573,1
2022-12-31,235608,235608,0
2023-01-01,235597,235597,3
2023-01-02,235589,235589,2
2023-01-03,235558,235558,14
2023-01-04,235581,235581,4
2023-01-05,235572,235572,5
2023-01-06,235652,235652,14
2023-01-07,235669,235669,17
2023-01-08,235660,235660,8
2023-01-09,235651,235651,10
2023-01-10,236815,236815,8
2023-01-11,236812,236812,25
2023-01-12,236817,236817,14
2023-01-13,236789,236789,13
2023-01-14,236820,236820,9
2023-01-15,236816,236816,9
2023-01-16,236813,236813,2
2023-01-17,236773,236773,11
2023-01-18,236803,236803,9
2023-01-19,238021,238021,12
2023-01-20,238021,238021,4
2023-01-21,238028,238028,12
2023-01-22,238026,238026,13
2023-01-23,238037,238037,15
2023-01-24,238056,238056,9
2023-01-25,238053,238053,17
2023-01-26,238054,238054,13
2023-01-27,238044,238044,7
2023-01-28,237992,237992,7
2023-01-29,237989,237989,5
2023-01-30,237999,237999,6
2023-01-31,238062,238062,4
2023-02-01,238028,238028,25
2023-02-02,238046,238046,2
2023-02-03,238048,238048,8
2023-02-04,238052,238052,13
2023-02-05,238041,238041,9
2023-02-06,238044,238044,8
2023-02-07,238057,238057,9
2023-02-08,238060,238060,12
2023-02-09,238057,238057,9
2023-02-10,238049,238049,9
2023-02-11,238066,238066,13
2023-02-12,239280,239280,9
2023-02-13,239280,239280,14
2023-02-14,239285,239285,5
2023-02-15,240502,240502,7
2023-02-16,240505,240505,8
2023-02-17,240510,240510,8
2023-02-18,240514,240514,4
2023-02-19,240514,240514,7
2023-02-20,240450,240450,3
2023-02-21,240440,240440,7
2023-02-22,240497,240497,10
2023-02-23,240432,240432,4
2023-02-24,240425,240425,4
2023-02-25,241713,241713,8
2023-02-26,241716,241716,11
2023-02-27,241727,241727,15
2023-02-28,241723,241723,10
2023-03-01,241719,241719,7
2023-03-02,241727,241727,12
2023-03-03,241725,241725,11
2023-03-04,241724,241724,6
2023-03-05,241720,241720,7
2023-03-06,241690,241690,9
2023-03-07,241727,241727,9
2023-03-08,241724,241724,13
2023-03-09,241718,241718,18
2023-03-10,241715,241715,5
2023-03-11,241719,241719,12
2023-03-12,241716,241716,9
2023-03-13,241714,241714,11
2023-03-14,241729,241729,6
2023-03-15,241732,241732,16
2023-03-16,241734,241734,8
2023-03-17,241726,241726,8
2023-03-18,241728,241728,10
2023-03-19,151793,151793,5
2023-03-20,240026,240026,5
2023-03-21,241306,241306,21
2023-03-22,241714,241714,49
2023-03-23,241677,241677,29
2023-03-24,241672,241672,17
2023-03-25,241687,241687,17
2023-03-26,241664,241664,12
2023-03-27,241672,241672,17
2023-03-28,241519,241519,15
2023-03-29,241692,241692,7
2023-03-30,241675,241675,6
2023-03-31,241678,241678,0
2023-04-01,241681,241681,12
2023-04-02,241678,241678,15
2023-04-03,241662,241662,6
2023-04-04,241597,241597,15
2023-04-05,241660,241660,39
2023-04-06,241609,241609,13
2023-04-07,241633,241633,29
2023-04-08,240718,240718,25
2023-04-09,240715,240715,17
2023-04-10,240742,240742,23
2023-04-11,240763,240763,38
2023-04-12,240737,240737,31
2023-04-13,72268,72268,6
2023-04-14,241941,241941,22
2023-04-15,241784,241784,19
2023-04-16,72261,72261,2
2023-04-17,241885,241885,24
2023-04-18,241849,241849,25
2023-04-19,241887,241887,32
2023-04-20,241870,241870,26
2023-04-21,241819,241819,26
2023-04-22,241852,241852,11
2023-04-23,242029,242029,6
2023-04-24,242036,242036,18
2023-04-25,241976,241976,10
2023-04-26,243258,243258,17
2023-04-27,243242,243242,27
2023-04-28,243244,243244,19
2023-04-29,243263,243263,21
2023-04-30,243194,243194,7
2023-05-01,243248,243248,17
2023-05-02,243243,243243,21
2023-05-03,243234,243234,32
2023-05-04,243231,243231,25
2023-05-05,243230,243230,22
2023-05-06,243262,243262,27
2023-05-07,243245,243245,7
2023-05-08,243239,243239,11
2023-05-09,243265,243265,24
2023-05-10,243218,243218,33
2023-05-11,243216,243216,17
2023-05-12,243227,243227,12
2023-05-13,243246,243246,12
2023-05-14,243198,243198,16
2023-05-15,243192,243192,10
2023-05-16,243239,243239,15
2023-05-17,243262,243262,18
2023-05-18,243248,243248,17
2023-05-19,243264,243264,10
2023-05-20,243310,243310,15
2023-05-21,243307,243307,5
2023-05-22,243314,243314,11
2023-05-23,243314,243314,11
2023-05-24,243313,243313,13
2023-05-25,243317,243317,20
2023-05-26,243313,243313,13
2023-05-27,243313,243313,11
2023-05-28,243308,243308,10
2023-05-29,244529,244529,3
2023-05-30,244518,244518,7
2023-05-31,245702,245702,9
2023-06-01,245708,245708,21
2023-06-02,245696,245696,10
2023-06-03,245757,245757,6
2023-06-04,245759,245759,9
2023-06-05,245753,245753,9
2023-06-06,245722,245722,7
2023-06-07,245757,245757,11
2023-06-08,245753,245753,10
2023-06-09,245725,245725,9
2023-06-10,245757,245757,7
2023-06-11,245756,245756,3
2023-06-12,245755,245755,24
2023-06-13,245752,245752,2
2023-06-14,245758,245758,26
2023-06-15,245758,245758,30
2023-06-16,245756,245756,12
2023-06-17,245760,245760,11
2023-06-18,245759,245759,7
2023-06-19,245759,245759,18
2023-06-20,245724,245724,4
2023-06-21,245729,245729,5
2023-06-22,245680,245680,8
2023-06-23,245728,245728,8
2023-06-24,245730,245730,7
2023-06-25,245733,245733,13
2023-06-26,245722,245722,10
2023-06-27,245732,245732,13
2023-06-28,245752,245752,7
2023-06-29,245751,245751,11
2023-06-30,245757,245757,16
2023-07-01,245757,245757,14
2023-07-02,245758,245758,7
2023-07-03,245727,245727,8
2023-07-04,245720,245720,7
2023-07-05,153328,153328,3
2023-07-06,245722,245722,12
2023-07-07,245708,245708,11
2023-07-08,245722,245722,5
2023-07-09,245756,245756,4
2023-07-10,245758,245758,7
2023-07-11,245751,245751,10
2023-07-12,245690,245690,15
2023-07-13,245726,245726,10
2023-07-14,245753,245753,9
2023-07-15,245755,245755,9
2023-07-16,245695,245695,5
2023-07-17,245686,245686,6
2023-07-18,256486,256486,14
2023-07-19,257757,257757,11
2023-07-20,257775,257775,9
2023-07-21,257774,257774,13
2023-07-22,257776,257776,8
2023-07-23,257742,257742,11
2023-07-24,257764,257764,7
2023-07-25,257766,257766,8
2023-07-26,257757,257757,13
2023-07-27,258974,258974,21
2023-07-28,258972,258972,17
2023-07-29,258977,258977,8
2023-07-30,258979,258979,11
2023-07-31,258974,258974,8
2023-08-01,258976,258976,13
2023-08-02,258970,258970,12
2023-08-03,258974,258974,15
2023-08-04,258975,258975,12
2023-08-05,258916,258916,5
2023-08-06,258978,258978,6
2023-08-07,258977,258977,14
2023-08-08,258972,258972,6
2023-08-09,258935,258935,12
2023-08-10,258936,258936,16
2023-08-11,258970,258970,10
2023-08-12,258976,258976,7
2023-08-13,258973,258973,15
2023-08-14,258971,258971,4
2023-08-15,260178,260178,12
2023-08-16,260134,260134,18
2023-08-17,260191,260191,9
2023-08-18,260198,260198,12
2023-08-19,260190,260190,7
2023-08-20,260192,260192,11
2023-08-21,260187,260187,13
2023-08-22,260186,260186,18
2023-08-23,261399,261399,16
2023-08-24,261410,261410,12
2023-08-25,261379,261379,22
2023-08-26,260426,260426,16
2023-08-27,260495,260495,12
2023-08-28,260498,260498,3
2023-08-29,261668,261668,5
2023-08-30,261693,261693,20
2023-08-31,260777,260777,25
2023-09-01,260779,260779,10
2023-09-02,260777,260777,14
2023-09-03,259847,259847,1
2023-09-04,259853,259853,5
2023-09-05,259846,259846,9
2023-09-06,261044,261044,18
2023-09-07,261065,261065,14
2023-09-08,261072,261072,11
2023-09-09,261077,261077,15
2023-09-10,260147,260147,4
2023-09-11,260151,260151,7
2023-09-12,260151,260151,7
2023-09-13,260152,260152,19
2023-09-14,261346,261346,31
2023-09-15,261354,261354,16
2023-09-16,261321,261321,3
2023-09-17,261356,261356,8
2023-09-18,261356,261356,20
2023-09-19,261354,261354,11
2023-09-20,261346,261346,7
2023-09-21,261354,261354,4
2023-09-22,262556,262556,17
2023-09-23,263774,263774,6
2023-09-24,263775,263775,8
2023-09-25,263770,263770,9
2023-09-26,263770,263770,10
2023-09-27,262846,262846,7
2023-09-28,262779,262779,9
2023-09-29,262791,262791,3
2023-09-30,263992,263992,0
2023-10-01,265193,265193,7
2023-10-02,265183,265183,18
2023-10-03,266373,266373,10
2023-10-04,266370,266370,8
2023-10-05,266435,266435,13
2023-10-06,266448,266448,9
2023-10-07,266453,266453,8
2023-10-08,266453,266453,7
2023-10-09,266453,266453,6
2023-10-10,266452,266452,18
2023-10-11,267487,267487,20
2023-10-12,268209,268209,20
2023-10-13,268217,268217,13
2023-10-14,268215,268215,13
2023-10-15,268216,268216,10
2023-10-16,268176,268176,24
2023-10-17,268197,268197,7
2023-10-18,268193,268193,14
2023-10-19,268197,268197,21
2023-10-20,268208,268208,25
2023-10-21,268210,268210,6
2023-10-22,268219,268219,9
2023-10-23,268215,268215,10
2023-10-24,268209,268209,9
2023-10-25,268197,268197,5
2023-10-26,268205,268205,19
2023-10-27,268200,268200,15
2023-10-28,268178,268178,5
2023-10-29,267292,267292,13
2023-10-30,267296,267296,12
2023-10-31,268493,268493,7
2023-11-01,269692,269692,12
2023-11-02,269694,269694,26
2023-11-03,268769,268769,15
2023-11-04,269969,269969,8
2023-11-05,269973,269973,9
2023-11-06,269973,269973,29
2023-11-07,269970,269970,17
2023-11-08,269963,269963,14
2023-11-09,271109,271109,15
2023-11-10,271171,271171,15
2023-11-11,271170,271170,12
2023-11-12,271167,271167,7
2023-11-13,271176,271176,14
2023-11-14,271174,271174,19
2023-11-15,271162,271162,8
2023-11-16,271167,271167,10
2023-11-17,271166,271166,19
2023-11-18,271160,271160,11
2023-11-19,271134,271134,17
2023-11-20,272366,272366,5
2023-11-21,272363,272363,9
2023-11-22,272355,272355,16
2023-11-23,272366,272366,8
2023-11-24,272351,272351,8
2023-11-25,272309,272309,8
2023-11-26,272340,272340,22
2023-11-27,272346,272346,14
2023-11-28,272464,272464,6
2023-11-29,273541,273541,17
2023-11-30,273552,273552,25
2023-12-01,273559,273559,11
2023-12-02,273557,273557,10
2023-12-03,271726,271726,13
2023-12-04,271697,271697,9
2023-12-05,271721,271721,11
2023-12-06,271722,271722,9
2023-12-07,271720,271720,12
2023-12-08,269888,269888,12
2023-12-09,269884,269884,6
2023-12-10,269894,269894,8
2023-12-11,269890,269890,9
2023-12-12,269884,269884,15
2023-12-13,269881,269881,16
2023-12-14,269885,269885,12
2023-12-15,269888,269888,10
2023-12-16,269872,269872,15
2023-12-17,269883,269883,12
2023-12-18,207751,207751,11
2023-12-19,256348,256348,7
2023-12-20,271088,271088,21
2023-12-21,273507,273507,10
2023-12-22,274707,274707,8
2023-12-23,274708,274708,9
2023-12-24,274706,274706,1
2023-12-25,274702,274702,0
2023-12-26,274691,274691,2
2023-12-27,274656,274656,0
2023-12-28,274651,274651,2
2023-12-29,274659,274659,0
2023-12-30,274653,274653,0
2023-12-31,274667,274667,0
