mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_solver,param_max_iter,param_learning_rate,param_hidden_layer_sizes,param_alpha,param_activation,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
9.575501441955566,3.6142181083420306,0.018927001953125,0.007861866004677993,adam,1000,constant,"(100,)",0.0001,tanh,"{'solver': 'adam', 'max_iter': 1000, 'learning_rate': 'constant', 'hidden_layer_sizes': (100,), 'alpha': 0.0001, 'activation': 'tanh'}",0.8866598659432728,0.883266282138983,0.8811082071614184,0.886815787760584,0.878498686052109,0.8832697658112734,0.003209442336949493,1
5.3197221755981445,2.4186591904928854,0.016708183288574218,0.0021226678867080706,adam,1000,constant,"(100,)",0.001,tanh,"{'solver': 'adam', 'max_iter': 1000, 'learning_rate': 'constant', 'hidden_layer_sizes': (100,), 'alpha': 0.001, 'activation': 'tanh'}",0.8857709631656497,0.884552868846494,0.8829431559877812,0.8886317810931978,0.8734779104288405,0.8830753359043927,0.005146875563911693,2
6.239936399459839,1.4409579878164578,0.014073419570922851,0.003584861927889987,adam,500,adaptive,"(100,)",0.01,tanh,"{'solver': 'adam', 'max_iter': 500, 'learning_rate': 'adaptive', 'hidden_layer_sizes': (100,), 'alpha': 0.01, 'activation': 'tanh'}",0.884237696840703,0.8846108733378824,0.8820801797046394,0.8860166264944658,0.8782315494820441,0.8830353851719469,0.0027131078472217847,3
10.006946802139282,3.2813573137831002,0.01927027702331543,0.006876732859050518,adam,100,constant,"(50,)",0.001,logistic,"{'solver': 'adam', 'max_iter': 100, 'learning_rate': 'constant', 'hidden_layer_sizes': (50,), 'alpha': 0.001, 'activation': 'logistic'}",0.8856460715762582,0.8860358360737424,0.8835223993738605,0.8824846420562685,0.8740717138026199,0.8823521325765498,0.0043444705960515315,4
7.52565975189209,0.957495021252092,0.01983165740966797,0.0021793348336826518,adam,100,adaptive,"(50,)",0.001,logistic,"{'solver': 'adam', 'max_iter': 100, 'learning_rate': 'adaptive', 'hidden_layer_sizes': (50,), 'alpha': 0.001, 'activation': 'logistic'}",0.8856460715762582,0.8860358360737424,0.8835223993738605,0.8824846420562685,0.8740717138026199,0.8823521325765498,0.0043444705960515315,4
8.130063343048096,2.0822951637597256,0.01598048210144043,0.004361983223709787,adam,100,adaptive,"(50, 50)",0.0001,tanh,"{'solver': 'adam', 'max_iter': 100, 'learning_rate': 'adaptive', 'hidden_layer_sizes': (50, 50), 'alpha': 0.0001, 'activation': 'tanh'}",0.8860443976222868,0.8841787291751034,0.8825752668427596,0.8859292583817713,0.872650268871084,0.8822755841786009,0.00497818752764999,6
5.740815734863281,3.3784776021422926,0.012437152862548827,0.003512450579926917,adam,500,constant,"(50,)",0.001,tanh,"{'solver': 'adam', 'max_iter': 500, 'learning_rate': 'constant', 'hidden_layer_sizes': (50,), 'alpha': 0.001, 'activation': 'tanh'}",0.8853976796491135,0.8848892306849325,0.8830193891284261,0.8868645040489125,0.8704235597537933,0.8821188726530356,0.005975579470170099,7
45.60515961647034,25.56799970734046,0.09030885696411133,0.012927424420829864,adam,500,adaptive,"(100, 100)",0.001,logistic,"{'solver': 'adam', 'max_iter': 500, 'learning_rate': 'adaptive', 'hidden_layer_sizes': (100, 100), 'alpha': 0.001, 'activation': 'logistic'}",0.8852308364718544,0.8848512388132667,0.8804501609782681,0.883940991405376,0.8753825566993355,0.8819711568736202,0.0037019916778669726,8
14.75997519493103,7.6422736964008635,0.04380168914794922,0.012769139496604767,adam,1000,adaptive,"(50, 50)",0.001,logistic,"{'solver': 'adam', 'max_iter': 1000, 'learning_rate': 'adaptive', 'hidden_layer_sizes': (50, 50), 'alpha': 0.001, 'activation': 'logistic'}",0.8856978689449518,0.8854342802691408,0.881063880588066,0.8822188973801558,0.8728963128943341,0.8814622480153298,0.004643791215166144,9
9.906886911392212,2.6566525175741638,0.026635265350341795,0.004180753817174678,adam,100,constant,"(100,)",0.001,logistic,"{'solver': 'adam', 'max_iter': 100, 'learning_rate': 'constant', 'hidden_layer_sizes': (100,), 'alpha': 0.001, 'activation': 'logistic'}",0.8811254669254537,0.8837289268184516,0.8839734811456812,0.8852527979209814,0.8729342152373416,0.8814029776095819,0.004441522101232492,10
10.31025767326355,9.735385262439006,0.01234588623046875,0.0056452082693571265,adam,500,constant,"(50, 50)",0.001,tanh,"{'solver': 'adam', 'max_iter': 500, 'learning_rate': 'constant', 'hidden_layer_sizes': (50, 50), 'alpha': 0.001, 'activation': 'tanh'}",0.8811524358033687,0.8823433472058958,0.8835040905718234,0.8855237889666066,0.8742671142997617,0.8813581553694911,0.0038276187925398134,11
20.10525436401367,2.8504552933499268,0.020673608779907225,0.0011291063467663285,adam,100,adaptive,"(100, 100)",0.0001,tanh,"{'solver': 'adam', 'max_iter': 100, 'learning_rate': 'adaptive', 'hidden_layer_sizes': (100, 100), 'alpha': 0.0001, 'activation': 'tanh'}",0.8844118173342249,0.8846903887199886,0.8770923695123114,0.8851041864743883,0.8741651848349514,0.8810927893751728,0.004561689118544905,12
16.569597578048707,3.3583152222118513,0.013414573669433594,0.0068077521877602815,adam,100,adaptive,"(100, 100)",0.001,tanh,"{'solver': 'adam', 'max_iter': 100, 'learning_rate': 'adaptive', 'hidden_layer_sizes': (100, 100), 'alpha': 0.001, 'activation': 'tanh'}",0.8850896779402284,0.879240213935975,0.8815782401493828,0.8836759962106222,0.8742526600164116,0.8807673576505242,0.0038098192759193463,13
5.5993372917175295,2.687864057118226,0.013987350463867187,0.0055746124275031575,adam,1000,adaptive,"(50,)",0.01,tanh,"{'solver': 'adam', 'max_iter': 1000, 'learning_rate': 'adaptive', 'hidden_layer_sizes': (50,), 'alpha': 0.01, 'activation': 'tanh'}",0.8846181506541451,0.8852114659682726,0.8809795102020713,0.8826320757464406,0.8684634518627395,0.8803809308867339,0.006143945917646012,14
2.983651304244995,1.3275749922248254,0.002656364440917969,0.0026244303614806172,adam,1000,constant,"(50,)",0.01,tanh,"{'solver': 'adam', 'max_iter': 1000, 'learning_rate': 'constant', 'hidden_layer_sizes': (50,), 'alpha': 0.01, 'activation': 'tanh'}",0.8846181506541451,0.8852114659682726,0.8809795102020713,0.8826320757464406,0.8684634518627395,0.8803809308867339,0.006143945917646012,14
10.363584995269775,1.2269423137651871,0.03363370895385742,0.004670227118479419,adam,500,adaptive,"(100,)",0.01,logistic,"{'solver': 'adam', 'max_iter': 500, 'learning_rate': 'adaptive', 'hidden_layer_sizes': (100,), 'alpha': 0.01, 'activation': 'logistic'}",0.8812599902569578,0.8834416868647865,0.8795451065711468,0.8825441722899181,0.8697809330229196,0.8793143778011456,0.004943510199838175,16
10.333780097961426,1.9615843222228866,0.038351583480834964,0.00404270922271839,adam,1000,adaptive,"(100,)",0.01,logistic,"{'solver': 'adam', 'max_iter': 1000, 'learning_rate': 'adaptive', 'hidden_layer_sizes': (100,), 'alpha': 0.01, 'activation': 'logistic'}",0.8812599902569578,0.8834416868647865,0.8795451065711468,0.8825441722899181,0.8697809330229196,0.8793143778011456,0.004943510199838175,16
11.305658054351806,1.149443220206473,0.040925121307373045,0.009567593496441658,adam,100,adaptive,"(100,)",0.01,logistic,"{'solver': 'adam', 'max_iter': 100, 'learning_rate': 'adaptive', 'hidden_layer_sizes': (100,), 'alpha': 0.01, 'activation': 'logistic'}",0.8812599902569578,0.8834416868647865,0.8795451065711468,0.8825441722899181,0.8697809330229196,0.8793143778011456,0.004943510199838175,16
29.545618104934693,12.461516445795969,0.023319387435913087,0.0074984464586874315,sgd,1000,adaptive,"(100, 100)",0.0001,tanh,"{'solver': 'sgd', 'max_iter': 1000, 'learning_rate': 'adaptive', 'hidden_layer_sizes': (100, 100), 'alpha': 0.0001, 'activation': 'tanh'}",0.8839867364489951,0.8791878814704973,0.8755850518802926,0.8799814813863092,0.8667230490786091,0.8770928400529406,0.005832070727255639,19
16.316018533706664,8.777964099884587,0.020482730865478516,0.003897022195039694,sgd,500,constant,"(100, 100)",0.0001,tanh,"{'solver': 'sgd', 'max_iter': 500, 'learning_rate': 'constant', 'hidden_layer_sizes': (100, 100), 'alpha': 0.0001, 'activation': 'tanh'}",0.8840729940505799,0.878579048349633,0.8738099546348572,0.8799507526505943,0.8667614867654441,0.8766348472902218,0.005925612878235646,20
13.96764874458313,8.957586267613,0.029532575607299806,0.005566286845404243,sgd,1000,constant,"(100, 100)",0.01,tanh,"{'solver': 'sgd', 'max_iter': 1000, 'learning_rate': 'constant', 'hidden_layer_sizes': (100, 100), 'alpha': 0.01, 'activation': 'tanh'}",0.8835092160789307,0.8750525465041913,0.8765168735418538,0.8794467799711171,0.8672329105401919,0.876351665327257,0.005397720996099349,21
21.450657272338866,6.612410406982612,0.0222902774810791,0.004863478296902847,sgd,500,adaptive,"(100, 100)",0.001,tanh,"{'solver': 'sgd', 'max_iter': 500, 'learning_rate': 'adaptive', 'hidden_layer_sizes': (100, 100), 'alpha': 0.001, 'activation': 'tanh'}",0.8815396318362895,0.8765848496549269,0.8744728189238065,0.8789770692966181,0.8685162367641592,0.8760181212951601,0.0044323777794831615,22
7.469403266906738,1.1505329651171807,0.014059829711914062,0.003519168539308324,sgd,100,adaptive,"(50, 50)",0.01,tanh,"{'solver': 'sgd', 'max_iter': 100, 'learning_rate': 'adaptive', 'hidden_layer_sizes': (50, 50), 'alpha': 0.01, 'activation': 'tanh'}",0.8805213426562889,0.8788428510641577,0.8762637623838703,0.8774102249814558,0.8658191745597761,0.8757714711291097,0.005176306136661274,23
10.708768701553344,8.638456787332691,0.01762547492980957,0.010572000146387194,adam,500,adaptive,"(50, 50)",0.0001,tanh,"{'solver': 'adam', 'max_iter': 500, 'learning_rate': 'adaptive', 'hidden_layer_sizes': (50, 50), 'alpha': 0.0001, 'activation': 'tanh'}",0.8609561708645366,0.8841787291751034,0.8825752668427596,0.8735626018223961,0.8705019340901811,0.8743549405589952,0.00847444482940218,24
5.262548780441284,0.9042067159380305,0.010644292831420899,0.0015303011054159767,sgd,100,adaptive,"(50,)",0.01,tanh,"{'solver': 'sgd', 'max_iter': 100, 'learning_rate': 'adaptive', 'hidden_layer_sizes': (50,), 'alpha': 0.01, 'activation': 'tanh'}",0.8767810161359506,0.8758691041966142,0.8716345263320189,0.8778232962789749,0.8674350563695636,0.8739085998626244,0.003859983841992083,25
36.740171909332275,37.018545370414046,0.025059223175048828,0.011695617720591193,adam,500,adaptive,"(100, 100)",0.01,tanh,"{'solver': 'adam', 'max_iter': 500, 'learning_rate': 'adaptive', 'hidden_layer_sizes': (100, 100), 'alpha': 0.01, 'activation': 'tanh'}",0.8653151762865652,0.8664726976497693,0.8805601208595073,0.8836983735826236,0.8734454685928766,0.8738983673942684,0.007340789311694617,26
4.606947803497315,2.441985696405841,0.008098936080932618,0.0042470914479046185,sgd,1000,constant,"(50,)",0.001,tanh,"{'solver': 'sgd', 'max_iter': 1000, 'learning_rate': 'constant', 'hidden_layer_sizes': (50,), 'alpha': 0.001, 'activation': 'tanh'}",0.8749469183990246,0.8768239308980295,0.8691972072117408,0.8791775020257411,0.86570557459952,0.8731702266268112,0.004981956632381024,27
6.592358064651489,5.002047485947789,0.021478986740112303,0.0038779721250159337,sgd,1000,constant,"(100,)",0.01,tanh,"{'solver': 'sgd', 'max_iter': 1000, 'learning_rate': 'constant', 'hidden_layer_sizes': (100,), 'alpha': 0.01, 'activation': 'tanh'}",0.8823180906376897,0.8715396361170638,0.869662850369977,0.8727962035985384,0.867624246878303,0.8727882055203142,0.005075667710686065,28
5.293194913864136,2.1268543394437915,0.014461803436279296,0.0034488730291589134,sgd,100,constant,"(50,)",0.001,tanh,"{'solver': 'sgd', 'max_iter': 100, 'learning_rate': 'constant', 'hidden_layer_sizes': (50,), 'alpha': 0.001, 'activation': 'tanh'}",0.8749469183990246,0.8761614810794058,0.8691972072117408,0.8778730832549589,0.86570557459952,0.8727768529089299,0.004581556418292846,29
6.6980592727661135,0.9578770268316422,0.014186382293701172,0.006442065651904144,sgd,100,adaptive,"(100,)",0.001,tanh,"{'solver': 'sgd', 'max_iter': 100, 'learning_rate': 'adaptive', 'hidden_layer_sizes': (100,), 'alpha': 0.001, 'activation': 'tanh'}",0.8787294105459442,0.8746991685880208,0.8677710478951838,0.8738644286725015,0.8670389019370024,0.8724205915277305,0.004419470904232397,30
4.3062811374664305,2.6329818314270295,0.01672816276550293,0.0028242540499539893,sgd,500,constant,"(100,)",0.0001,tanh,"{'solver': 'sgd', 'max_iter': 500, 'learning_rate': 'constant', 'hidden_layer_sizes': (100,), 'alpha': 0.0001, 'activation': 'tanh'}",0.8800941213839228,0.8721290987343464,0.8694771926931819,0.876345533176756,0.8639557497640205,0.8724003391504456,0.005562163022434143,31
17.84809637069702,3.353223761669889,0.017501401901245116,0.006775428266197793,sgd,500,adaptive,"(50,)",0.01,logistic,"{'solver': 'sgd', 'max_iter': 500, 'learning_rate': 'adaptive', 'hidden_layer_sizes': (50,), 'alpha': 0.01, 'activation': 'logistic'}",0.8723891557713827,0.8696888433604764,0.867453481188509,0.8704912272136253,0.8600426005204399,0.8680130616108865,0.004288149474349417,32
79.4158950805664,9.459197054227051,0.07311553955078125,0.014135723780597026,sgd,1000,constant,"(100, 100)",0.001,logistic,"{'solver': 'sgd', 'max_iter': 1000, 'learning_rate': 'constant', 'hidden_layer_sizes': (100, 100), 'alpha': 0.001, 'activation': 'logistic'}",0.8708843565953461,0.8699694481140192,0.8684088580339773,0.8709727154523355,0.8592874445169657,0.8679045645425287,0.004406030510735703,33
32.946605396270755,7.158792345136705,0.04056839942932129,0.006873394812651022,sgd,500,constant,"(50, 50)",0.001,logistic,"{'solver': 'sgd', 'max_iter': 500, 'learning_rate': 'constant', 'hidden_layer_sizes': (50, 50), 'alpha': 0.001, 'activation': 'logistic'}",0.8711559717229175,0.8694949242859455,0.8677607692694789,0.8709297808773473,0.8580191079201764,0.8674721108151731,0.0048797679293191565,34
88.2251881122589,23.910046972611674,0.07201361656188965,0.011419498203837437,sgd,1000,adaptive,"(100, 100)",0.0001,logistic,"{'solver': 'sgd', 'max_iter': 1000, 'learning_rate': 'adaptive', 'hidden_layer_sizes': (100, 100), 'alpha': 0.0001, 'activation': 'logistic'}",0.8711921442655177,0.8680166659103965,0.8650024572339574,0.8718533560490426,0.85672250516928,0.8665574257256388,0.005491820558085788,35
89.9607861995697,14.568304890369886,0.06708207130432128,0.0072163284902674145,sgd,500,adaptive,"(100, 100)",0.0001,logistic,"{'solver': 'sgd', 'max_iter': 500, 'learning_rate': 'adaptive', 'hidden_layer_sizes': (100, 100), 'alpha': 0.0001, 'activation': 'logistic'}",0.8711921442655177,0.8680166659103965,0.8650024572339574,0.8718533560490426,0.85672250516928,0.8665574257256388,0.005491820558085788,35
8.392128705978394,1.3272039520976124,0.019934606552124024,0.006119589110355803,sgd,100,adaptive,"(50,)",0.0001,logistic,"{'solver': 'sgd', 'max_iter': 100, 'learning_rate': 'adaptive', 'hidden_layer_sizes': (50,), 'alpha': 0.0001, 'activation': 'logistic'}",0.8711357450644812,0.8685533679847741,0.8684597158174131,0.8642172116895108,0.8578484403078783,0.8660428961728115,0.004659674377067031,37
7.465692234039307,1.640209048168815,0.01823601722717285,0.0011538100418764753,sgd,100,constant,"(50,)",0.0001,logistic,"{'solver': 'sgd', 'max_iter': 100, 'learning_rate': 'constant', 'hidden_layer_sizes': (50,), 'alpha': 0.0001, 'activation': 'logistic'}",0.8711357450644812,0.8685533679847741,0.8684597158174131,0.8639081041633475,0.8578484403078783,0.8659810746675788,0.004685465400577309,38
20.389271688461303,1.6899496996690937,0.03640670776367187,0.005323873551484873,sgd,100,adaptive,"(50, 50)",0.0001,logistic,"{'solver': 'sgd', 'max_iter': 100, 'learning_rate': 'adaptive', 'hidden_layer_sizes': (50, 50), 'alpha': 0.0001, 'activation': 'logistic'}",0.869638972340205,0.8661558133342695,0.8640215979622624,0.8644780312024078,0.8581333502930258,0.8644855530264343,0.003739339261559569,39
71.4571267604828,32.134815420126074,0.019901466369628907,0.007792427430565062,adam,1000,constant,"(100, 100)",0.0001,tanh,"{'solver': 'adam', 'max_iter': 1000, 'learning_rate': 'constant', 'hidden_layer_sizes': (100, 100), 'alpha': 0.0001, 'activation': 'tanh'}",0.8497559530587417,0.8846903887199886,0.841876620088075,0.8548852051523202,0.8492777997625642,0.8560971933563379,0.014886100215215995,40
